transaction_id,account_id,transaction_ts,posting_date,currency,amount,merchant_id,merchant_name,category,country,city,payment_method,status,is_refund,reference
TXN0001040,ACC0031,2025-09-16 14:42:18,2025/09/17,SEK,365.47,M010,GadgetHub,GROCERY,NO,Bergen,CASH,FAILED,FALSE,99238e1b
TXN0000344,ACC0006,2025-09-20 00:19:23,2025-09-21,SEK,-455.62,M007,SkyFly,transport,GB,Manchester,CARD,PENDING,1,db71e575
TXN0000672,ACC0036,15-10-2025 01:32:23,2025-10-17,USD,-128.72,M009,MegaMart,power,DE,Hamburg,CASH,PENDING,1,9ea46234
TXN0000274,ACC0012,2025-10-31 14:37:40,2025/11/01,USD,436.06,M006,City Transit,fee,DE,Hamburg,BANK_TRANSFER,BOOKED,FALSE,00c305fe
TXN0001049,ACC0012,2025-11-09 20:43:03,2025-11-11,GBP,333.82,M009,MegaMart,grocery,GB,Edinburgh,CARD,PENDING,0,32efbb24
TXN0000584,ACC0001,2025/12/21 02:28,2025-12-23,EUR,455.55,M008,HealthPlus,internet,DE,Munich,CASH,PENDING,FALSE,73d8f03c
TXN0000721,ACC0010,02-08-2025 16:13:29,2025-08-04,SEK,90.96,M010,GadgetHub,flight,DE,Munich,BANK_TRANSFER,FAILED,0,c1c5a6b1
TXN0000949,ACC0014,2025-10-09 05:13:08,2025-10-09,GBP,111.89,M002,Cafe Central,restaurant,NO,Bergen,CASH,FAILED,FALSE,29496010
TXN0000769,ACC0038,26-06-2025 08:40:52,2025-06-26,GBP,345.37,M003,StreamFlix,health,GB,Manchester,CASH,BOOKED,0,af707a53
TXN0000995,ACC0016,2025-12-25 22:26:59,2025-12-25,EUR,112.69,M003,StreamFlix,utilities,SE,Malmo,CARD,FAILED,FALSE,72f7c0e9
TXN0000760,ACC0027,2025-08-31 20:55:17,2025-09-01,SEK,194.93,M001,,flight,GB,Edinburgh,CASH,FAILED,FALSE,86e9de1f
TXN0001059,ACC0024,2025-07-30 13:29:24,2025-07-30,USD,215.72,M003,StreamFlix,entertainment,GB,Edinburgh,CARD,BOOKED,FALSE,24465285
TXN0000767,ACC0008,2025-12-23 18:34:14,2025/12/23,SEK,-241.00,M004,PowerCo,uber,GB,London,BANK_TRANSFER,FAILED,1,09d5a2a5
TXN0000677,ACC0029,2025-07-24 09:52:30,2025-07-24,SEK,83.04,M010,GadgetHub,streaming,NO,Bergen,BANK_TRANSFER,FAILED,FALSE,343f0c56
TXN0000149,ACC0039,2025/06/20 18:00,2025-06-22,DKK,209.13,M005,BookBarn,flight,SE,Malmo,BANK_TRANSFER,BOOKED,0,2b76aab9
TXN0000009,ACC0030,2025-09-19 18:42:55,2025/09/21,NOK,-252.42,M008,HealthPlus,mat,DE,Munich,CASH,BOOKED,1,5125227c
TXN0001122,ACC0041,2025-06-26 16:15:38,2025-06-27,SEK,442.98,M004,PowerCo,restaurant,DE,Munich,BANK_TRANSFER,PENDING,0,ce35c7e8
TXN0000808,ACC0041,2025-07-17 18:57:29,2025-07-18,USD,70.53,M009,MegaMart,Fees,NO,Trondheim,MOBILE_PAY,FAILED,FALSE,17e3d3d0
TXN0000341,ACC0025,11-06-2025 01:29:50,2025-06-11,SEK,138.28,M009,MegaMart,restaurant,DK,Odense,CASH,PENDING,0,7c3359f3
TXN0000074,ACC0042,23-06-2025 23:26:06,2025-06-23,EUR,394.40,M009,MegaMart,Groceries,NO,Bergen,BANK_TRANSFER,BOOKED,FALSE,91093a9e
TXN0000935,ACC0001,2025-12-01 04:40:41,2025-12-01,SEK,143.39,M002,Cafe Central,taxi,NO,Oslo,BANK_TRANSFER,BOOKED,0,fa46b910
TXN0000041,ACC0037,2025-08-19 16:39:16,2025-08-21,EUR,67.64,M004,PowerCo,grocery,DK,Copenhagen,CASH,BOOKED,0,7a05814d
TXN0000420,ACC0039,2025/08/22 03:07,2025-08-24,DKK,477.68,M009,MegaMart,internet,GB,Edinburgh,BANK_TRANSFER,PENDING,0,7d31fea8
TXN0000491,ACC0041,2025-12-15 05:15:30,2025-12-17,USD,281.21,M002,,Other,NO,Trondheim,MOBILE_PAY,FAILED,FALSE,cc133337
TXN0001000,ACC0041,2025-07-10 17:11:20,2025-07-11,SEK,270.25,M010,GadgetHub,income,NO,Bergen,CARD,PENDING,FALSE,f06c7008
TXN0000133,ACC0011,2025-08-10 08:18:30,2025-08-11,USD,187.10,M009,MegaMart,travel,SE,Stockholm,CASH,PENDING,FALSE,e3f12f63
TXN0000250,ACC0031,2025-10-21 16:48:07,2025-10-23,SEK,34.23,M007,SkyFly,restaurang,SE,Stockholm,CARD,FAILED,0,a6c37df8
TXN0001150,ACC0045,2025/12/19 09:15,2025-12-21,SEK,70.40,M003,StreamFlix,mat,DK,Aarhus,MOBILE_PAY,PENDING,FALSE,fd0d0d8e
TXN0000335,ACC0046,2025-09-27 02:10:30,2025-09-27,GBP,339.80,M008,HealthPlus,internet,NO,Trondheim,CASH,FAILED,0,4cd513bf
TXN0001089,ACC0037,2025-12-27 05:05:06,2025-12-29,NOK,-84.75,M007,SkyFly,Fees,GB,London,BANK_TRANSFER,FAILED,1,59e7ca01
TXN0000179,ACC0024,2025-11-28 01:51:08,2025-11-28,EUR,487.35,M001,Nordic Grocers,Fees,NO,Oslo,CASH,PENDING,0,ce716e36
TXN0000280,ACC0050,2025/06/19 03:03,2025-06-21,EUR,412.16,M009,MegaMart,mat,GB,Manchester,CARD,BOOKED,0,
TXN0001109,ACC0041,2025-07-15 23:44:45,2025-07-17,USD,330.97,M005,BookBarn,income,SE,Malmo,CARD,PENDING,FALSE,620638bc
TXN0000822,ACC0014,2025-08-09 13:59:47,2025-08-09,NOK,-434.44,M009,,shopping,NO,Trondheim,MOBILE_PAY,BOOKED,1,062c6e1a
TXN0000351,ACC0028,2025-12-04 02:25:24,2025-12-05,USD,-330.89,M002,Cafe Central,flight,GB,London,CARD,BOOKED,1,9f83d58f
TXN0000642,ACC0034,2025-12-13 12:35:38,2025-12-15,DKK,102.59,M004,PowerCo,hotel,DE,Hamburg,MOBILE_PAY,BOOKED,0,97c2a3e2
TXN0001194,ACC0011,2025-12-12 08:54:09,2025-12-12,DKK,118.65,M002,Cafe Central,shopping,DK,Aarhus,CASH,FAILED,0,d675d8f2
TXN0000963,ACC0010,2025-12-18 04:14:04,2025/12/18,GBP,161.33,M003,StreamFlix,power,DK,Aarhus,CASH,FAILED,0,b9d370e6
TXN0000916,ACC0017,2025-10-03 04:21:54,2025-10-05,SEK,-117.59,M007,SkyFly,transit,NO,Oslo,CASH,BOOKED,1,4551bc40
TXN0001165,ACC0007,2025-10-26 02:22:03,2025-10-28,DKK,143.57,M005,BookBarn,fee,NO,Trondheim,MOBILE_PAY,BOOKED,0,bd623426
TXN0000685,ACC0018,2025-08-08 18:00:12,2025/08/10,USD,187.68,M009,MegaMart,streaming,DK,Aarhus,CARD,FAILED,FALSE,1ad4044b
TXN0000501,ACC0034,2025-09-09 02:34:13,2025-09-11,NOK,-429.96,M001,Nordic Grocers,grocery,DE,,MOBILE_PAY,PENDING,1,6f56b34b
TXN0000920,ACC0016,2025/11/05 00:32,2025-11-07,USD,65.39,M008,HealthPlus,healthcare,GB,Edinburgh,BANK_TRANSFER,PENDING,FALSE,a7496cf4
TXN0000713,ACC0021,2025-10-23 03:58:52,2025-10-24,GBP,134.32,M003,StreamFlix,grocery,GB,Manchester,CASH,FAILED,0,918675d3
TXN0000502,ACC0037,2025/08/08 17:05,2025-08-10,SEKK,295.87,M003,StreamFlix,Groceries,DE,Berlin,CASH,PENDING,0,3f64aece
TXN0000212,ACC0032,2025-06-24 21:03:21,2025/06/24,DKK,151.27,M001,Nordic Grocers,fee,DE,Hamburg,MOBILE_PAY,BOOKED,FALSE,9db20c49
TXN0000865,ACC0032,2025-12-01 14:46:03,2025-12-02,EUR,90.75,M001,Nordic Grocers,books,SE,Malmo,CARD,BOOKED,0,06cc517b
TXN0001130,ACC0001,2025-08-21 11:30:52,2025-08-22,EUR,100.35,M006,City Transit,power,SE,Malmo,CASH,FAILED,FALSE,63d403dc
TXN0000171,ACC0024,2025-08-11 10:11:58,2025-08-11,USD,278.56,M006,City Transit,uber,DE,Berlin,BANK_TRANSFER,BOOKED,0,644f05df
TXN0000379,ACC0007,2025-07-20 01:29:00,2025-07-22,GBP,15.85,M005,BookBarn,Books,NO,Oslo,MOBILE_PAY,BOOKED,0,2c04eb57
TXN0000349,ACC0009,13-07-2025 14:47:01,2025-07-13,USD,243.99,M009,,mat,DK,Aarhus,CARD,PENDING,FALSE,74578387
TXN0000594,ACC0015,2025-07-23 05:46:15,2025/07/25,EUR,188.52,M006,City Transit,books,GB,London,BANK_TRANSFER,PENDING,0,d325624d
TXN0000683,ACC0025,2025-06-10 01:51:28,2025-06-10,SEK,-277.54,M003,StreamFlix,flight,GB,Edinburgh,BANK_TRANSFER,PENDING,1,
TXN0001061,ACC0008,2025-12-20 05:56:45,2025-12-22,DKK,-345.63,M006,City Transit,fee,NO,Trondheim,CASH,BOOKED,1,d938f28c
TXN0000436,ACC0018,2025/08/21 06:06,2025-08-22,USD,260.93,M004,PowerCo,restaurang,SE,Gothenburg,MOBILE_PAY,BOOKED,0,6e31df5f
TXN0000181,ACC0001,2025-06-17 07:24:23,2025-06-19,NOK,-323.00,M003,StreamFlix,taxi,GB,London,CASH,FAILED,1,34f7abe6
TXN0000290,ACC0002,2025/09/15 18:50,2025-09-15,NOK,13.98,M008,HealthPlus,Books,GB,Edinburgh,CARD,PENDING,FALSE,c8233594
TXN0000627,ACC0032,2025/06/15 19:51,2025-06-17,NOK,378.27,M001,Nordic Grocers,entertainment,DK,Copenhagen,CARD,FAILED,FALSE,ae103585
TXN0001193,ACC0045,2025-11-11 02:25:36,2025/11/12,USD,215.02,M010,GadgetHub,books,NO,Trondheim,CASH,PENDING,FALSE,42fbd4fa
TXN0000485,ACC0041,2025/06/19 15:33,2025-06-19,DKK,227.15,M001,Nordic Grocers,healthcare,DK,Copenhagen,MOBILE_PAY,PENDING,FALSE,8e38aa58
TXN0000289,ACC0047,2025-10-05 07:14:07,2025-10-07,GBP,281.40,M007,SkyFly,Groceries,GB,Edinburgh,CARD,BOOKED,FALSE,2616f035
TXN0000667,ACC0033,2025-09-09 22:29:36,2025-09-11,GBP,-499.32,M001,Nordic Grocers,books,NO,Bergen,CASH,BOOKED,1,8ddfd1ad
TXN0000140,ACC0030,2025/09/14 13:40,2025/09/16,GBP,306.44,M003,StreamFlix,mat,NO,Oslo,MOBILE_PAY,FAILED,0,04ff3de1
TXN0000851,ACC0010,2025-12-18 12:38:20,2025/12/20,NOK,360.18,M003,StreamFlix,shopping,SE,Stockholm,CARD,PENDING,0,c35fcc40
TXN0000972,ACC0040,2025-06-20 15:22:06,2025-06-20,USD,71.88,M004,PowerCo,restaurang,NO,Bergen,CARD,FAILED,0,d2b9e8e0
TXN0001172,ACC0042,2025-11-26 17:41:54,2025-11-27,USD,373.56,M007,SkyFly,shopping,DE,Munich,CASH,FAILED,FALSE,5259abee
TXN0000020,ACC0002,2025-10-30 00:24:42,2025-11-01,DKK,433.69,M003,StreamFlix,GROCERY,GB,Edinburgh,CARD,BOOKED,0,8ca6eaac
TXN0000132,ACC0018,2025-09-10 10:03:56,2025-09-12,EUR,131.19,M009,MegaMart,healthcare,DK,Odense,CARD,FAILED,FALSE,c16a7fb9
TXN0000879,ACC0011,2025-11-18 14:32:09,2025-11-18,DKK,344.99,M003,StreamFlix,travel,NO,Oslo,BANK_TRANSFER,BOOKED,FALSE,
TXN0000256,ACC0024,2025-11-17 07:43:54,2025-11-19,SEK,296.75,M009,MegaMart,books,DE,Hamburg,CARD,FAILED,0,fd6b299d
TXN0000313,ACC0010,2025-11-21 02:31:10,2025-11-22,EUR,174.70,M009,MegaMart,Other,GB,Manchester,CARD,PENDING,FALSE,9c5d75de
TXN0000355,ACC0011,2025-08-26 23:10:25,2025-08-26,DKK,325.03,M003,StreamFlix,transport,DK,Copenhagen,BANK_TRANSFER,BOOKED,0,ba284d9a
TXN0000039,ACC0002,06-10-2025 09:14:24,2025-10-06,DKK,50.40,M008,HealthPlus,income,SE,Stockholm,CARD,PENDING,0,4cebd4d3
TXN0000645,ACC0003,2025-07-17 23:23:56,2025-07-17,DKK,216.86,M006,City Transit,fee,NO,Oslo,BANK_TRANSFER,BOOKED,0,05e93495
TXN0000993,ACC0014,2025-09-29 06:24:49,2025-09-29,USD,138.02,M009,MegaMart,mat,NO,Trondheim,CASH,BOOKED,0,eb9247d3
TXN0000022,ACC0050,03-08-2025 14:24:28,2025-08-03,USD,425.45,M010,GadgetHub,healthcare,NO,Oslo,BANK_TRANSFER,BOOKED,FALSE,31bdb2a0
TXN0000568,ACC0016,28-11-2025 08:01:59,2025-11-28,NOK,-463.21,M006,City Transit,travel,DK,Copenhagen,MOBILE_PAY,FAILED,1,cd4df0ab
TXN0000408,ACC0033,2025-10-15 17:51:58,2025/10/17,SEK,27.64,M008,HealthPlus,restaurant,DE,Berlin,CASH,BOOKED,0,0798cb25
TXN0000648,ACC0005,2025-07-31 15:36:54,2025/08/01,GBP,359.98,M002,Cafe Central,power,DE,Hamburg,BANK_TRANSFER,FAILED,FALSE,dd0d7449
TXN0000989,ACC0024,2025-09-03 02:19:16,2025-09-04,DKK,190.54,M003,StreamFlix,entertainment,SE,Stockholm,MOBILE_PAY,PENDING,FALSE,23a90986
TXN0000130,ACC0004,2025/08/03 06:24,2025/08/03,DKK,301.37,M004,PowerCo,income,DE,Berlin,CARD,PENDING,0,
TXN0000007,ACC0005,2025-12-17 16:16:56,2025-12-19,NOK,178.44,M003,StreamFlix,Fees,NO,Bergen,BANK_TRANSFER,BOOKED,FALSE,131ca376
TXN0001022,ACC0024,2025-11-18 18:42:54,2025-11-18,DKK,88.18,M001,Nordic Grocers,cafe,GB,Manchester,CASH,PENDING,FALSE,4c7cea1f
TXN0000286,ACC0046,2025/11/13 07:44,2025-11-13,ABC,498.26,M008,HealthPlus,healthcare,DE,Munich,MOBILE_PAY,PENDING,FALSE,fd544fe4
TXN0000458,ACC0005,2025-09-20 18:46:56,2025-09-22,USDD,106.90,M010,GadgetHub,grocery,DK,Aarhus,MOBILE_PAY,BOOKED,FALSE,c8c12fb2
TXN0000053,ACC0042,2025/10/06 13:37,2025-10-08,DKK,97.62,M009,MegaMart,hotel,SE,Gothenburg,BANK_TRANSFER,PENDING,FALSE,42931a4c
TXN0001006,ACC0044,2025-08-03 10:27:34,2025-08-05,NOK,499.60,M006,City Transit,income,NO,Trondheim,CARD,BOOKED,FALSE,44aa3e82
TXN0000141,ACC0005,2025-09-10 14:24:31,2025-09-10,DKK,242.00,M009,MegaMart,power,DK,Odense,CARD,PENDING,0,c4105ff5
TXN0000813,ACC0039,2025/06/29 23:16,2025/06/30,SEK,117.08,M003,StreamFlix,health,GB,Edinburgh,MOBILE_PAY,FAILED,0,a79220a0
TXN0000513,ACC0024,2025-09-28 04:30:21,2025-09-28,NOK,91.80,M008,HealthPlus,income,SE,Stockholm,BANK_TRANSFER,FAILED,FALSE,6c584c64
TXN0001073,ACC0025,10-08-2025 16:19:42,2025-08-12,GBP,298.88,M002,Cafe Central,income,DE,Hamburg,MOBILE_PAY,PENDING,FALSE,6d4c7fe5
TXN0000664,ACC0018,2025/06/11 23:21,2025-06-12,SEK,433.42,M008,HealthPlus,restaurant,DE,Berlin,CARD,FAILED,0,4382e8d3
TXN0000004,ACC0008,2025-07-30 08:35:03,2025-08-01,SEK,384.76,M007,SkyFly,streaming,DE,Berlin,CARD,FAILED,FALSE,9d5e0853
TXN0001015,ACC0036,2025-10-07 01:40:26,2025-10-08,USD,285.52,M001,Nordic Grocers,hotel,DE,Hamburg,MOBILE_PAY,FAILED,0,d9a6a3fc
TXN0000832,ACC0024,2025/09/06 14:30,2025/09/06,NOK,247.33,M009,MegaMart,Books,DE,Berlin,CARD,PENDING,FALSE,c6675db3
TXN0000112,ACC0007,2025-08-19 16:33:00,2025-08-19,SEK,291.22,M003,StreamFlix,power,DE,Hamburg,CASH,PENDING,0,c21d4798
TXN0001066,ACC0001,2025-11-27 13:36:54,2025/11/27,EUR,212.87,M002,Cafe Central,healthcare,NO,Bergen,MOBILE_PAY,BOOKED,0,0eb80476
TXN0000387,ACC0024,2025-07-10 21:38:23,2025-07-10,EUR,131.32,M002,Cafe Central,salary,NO,Oslo,CASH,FAILED,0,31928ac8
TXN0001095,ACC0008,2025-10-08 09:28:38,2025-10-09,SEK,423.00,M007,SkyFly,transport,DK,Aarhus,MOBILE_PAY,BOOKED,0,bd7a400e
TXN0000964,ACC0001,25-12-2025 20:09:14,2025-12-26,DKK,62.19,M001,Nordic Grocers,power,DE,Munich,MOBILE_PAY,PENDING,0,94a4fc60
TXN0000639,ACC0011,2025-07-10 03:37:03,2025-07-11,NOK,161.46,M002,Cafe Central,transit,NO,Oslo,CASH,FAILED,0,8d3fef75
TXN0000579,ACC0005,2025-08-03 00:40:20,2025-08-03,DKK,107.76,M009,MegaMart,flight,SE,Gothenburg,MOBILE_PAY,BOOKED,FALSE,f27fecab
TXN0000177,ACC0020,2025/06/04 13:07,2025-06-05,SEK,212.28,M009,MegaMart,salary,GB,London,MOBILE_PAY,PENDING,0,898d6254
TXN0000016,ACC0043,2025-10-26 05:53:24,2025-10-26,USD,256.56,,SkyFly,Electronics,NO,Bergen,CASH,PENDING,0,529a2797
TXN0001184,ACC0049,2025/10/26 05:36,2025-10-26,GBP,430.93,M008,,shopping,GB,Edinburgh,MOBILE_PAY,PENDING,0,76e10f3a
TXN0000148,ACC0049,2025-12-30 06:49:20,2025-12-30,EUR,-279.19,M005,BookBarn,restaurant,NO,Oslo,CARD,PENDING,1,80ae414a
TXN0000025,ACC0045,2025-09-03 11:46:06,2025-09-05,NOK,159.14,M009,MegaMart,travel,DK,Odense,CASH,PENDING,0,566f8936
TXN0000735,ACC0006,2025-06-29 03:33:11,2025-07-01,SEK,147.79,M004,PowerCo,income,NO,Trondheim,CARD,BOOKED,FALSE,63097edc
TXN0000660,ACC0038,2025-10-16 17:29:45,2025-10-16,SEK,167.99,M010,GadgetHub,Groceries,GB,Edinburgh,BANK_TRANSFER,PENDING,0,3ec591d9
TXN0000208,ACC0010,2025-08-01 03:58:09,2025/08/01,NOK,157.07,M009,MegaMart,Books,DK,Copenhagen,CASH,FAILED,0,e140f13c
TXN0000843,ACC0049,2025-08-30 19:32:50,2025-08-30,USD,388.98,M002,Cafe Central,Groceries,SE,Stockholm,BANK_TRANSFER,FAILED,0,1ec097bd
TXN0001145,ACC0048,2025-11-05 08:56:05,2025-11-05,EUR,336.26,M009,MegaMart,GROCERY,DK,Aarhus,MOBILE_PAY,FAILED,0,bbaaa14d
TXN0000056,ACC0016,28-10-2025 23:19:44,2025-10-29,USD,225.40,M002,Cafe Central,transit,NO,Oslo,MOBILE_PAY,FAILED,FALSE,
TXN0000325,ACC0017,24-11-2025 21:17:42,2025-11-24,NOK,260.23,M010,GadgetHub,grocery,SE,Stockholm,MOBILE_PAY,PENDING,0,d5d89c9d
TXN0000199,ACC0047,2025-12-16 17:04:37,2025-12-16,GBP,145.81,M001,Nordic Grocers,transit,NO,Oslo,CARD,PENDING,FALSE,46080eff
TXN0000932,ACC0046,2025-11-29 04:30:41,2025-12-01,USD,-296.24,M009,MegaMart,salary,GB,Edinburgh,BANK_TRANSFER,BOOKED,1,adebc6bb
TXN0000543,ACC0017,2025/12/01 22:14,2025-12-02,SEK,43.32,M007,SkyFly,flight,GB,London,MOBILE_PAY,BOOKED,0,3eca7f1a
TXN0000837,ACC0034,2025-07-26 18:08:01,2025-07-28,GBP,7.14,M005,BookBarn,income,SE,Gothenburg,BANK_TRANSFER,PENDING,FALSE,7e568d2e
TXN0001032,ACC0047,22-06-2025 13:10:40,2025-06-24,USD,489.08,M007,SkyFly,uber,DK,Copenhagen,CASH,FAILED,0,352a4f69
TXN0000547,ACC0006,2025-08-12 13:00:56,2025-08-13,NOK,68.34,M006,City Transit,uber,DE,Hamburg,CARD,BOOKED,FALSE,0b103809
TXN0000465,ACC0037,2025-09-15 21:58:20,2025-09-15,USD,357.11,M001,Nordic Grocers,hotel,DK,Aarhus,BANK_TRANSFER,FAILED,FALSE,4449c870
TXN0000434,ACC0025,2025-09-22 02:32:27,2025/09/22,NOK,227.23,M005,BookBarn,entertainment,GB,London,MOBILE_PAY,PENDING,0,0c7ebf39
TXN0000675,ACC0045,2025-07-11 07:49:50,2025/07/13,GBP,132.30,M008,HealthPlus,restaurant,GB,Manchester,CASH,PENDING,FALSE,6b2f6e30
TXN0000780,ACC0030,2025/09/12 06:12,2025-09-12,GBP,296.14,M009,MegaMart,Dining,GB,Manchester,CARD,BOOKED,0,2f6feb77
TXN0000259,ACC0018,2025-07-23 23:37:32,2025-07-24,EUR,448.59,M001,Nordic Grocers,GROCERY,SE,Stockholm,CASH,BOOKED,FALSE,2c47338f
TXN0000353,ACC0005,2025-12-30 06:29:08,2025-12-31,EUR,455.60,M009,MegaMart,utilities,GB,Edinburgh,CASH,PENDING,0,d0584911
TXN0000337,ACC0008,2025-07-03 02:13:57,2025-07-05,NOK,150.58,M004,,Fees,DK,Odense,BANK_TRANSFER,PENDING,FALSE,a25c0cf2
TXN0000285,ACC0041,2025-12-15 02:14:13,2025-12-15,SEK,357.75,M008,HealthPlus,fees,DK,Copenhagen,BANK_TRANSFER,PENDING,0,73a6be34
TXN0001043,ACC0036,2025-08-24 23:27:54,2025-08-25,NOK,448.82,M006,City Transit,transit,SE,Stockholm,BANK_TRANSFER,BOOKED,FALSE,a5f8e822
TXN0000771,ACC0005,2025-11-19 07:25:07,2025-11-20,NOK,458.12,M002,Cafe Central,utilities,DE,Hamburg,MOBILE_PAY,BOOKED,FALSE,a386df5c
TXN0000858,ACC0020,2025-06-20 06:57:40,2025-06-22,GBP,110.43,M003,StreamFlix,restaurant,DK,Odense,BANK_TRANSFER,BOOKED,0,6fa4f41d
TXN0000868,ACC0025,2025-07-09 22:29:26,2025-07-11,USD,149.04,M009,MegaMart,healthcare,NO,Oslo,CARD,FAILED,0,540a7f0f
TXN0000418,ACC0044,2025/12/14 18:57,2025-12-16,NOK,176.17,M004,PowerCo,streaming,DK,Copenhagen,CASH,FAILED,0,e3276abd
TXN0000955,ACC0034,2025-09-22 03:10:31,2025-09-22,EUR,347.32,M004,PowerCo,restaurang,DK,Aarhus,BANK_TRANSFER,BOOKED,0,8a2cfce0
TXN0000861,ACC0016,2025-09-28 08:44:36,2025-09-28,USD,-248.94,M004,PowerCo,Fees,DE,Hamburg,CARD,BOOKED,1,2fb17d25
TXN0001191,ACC0015,2025-12-20 23:32:17,2025-12-22,USD,471.27,M003,StreamFlix,fee,NO,Bergen,BANK_TRANSFER,FAILED,0,e06802db
TXN0000666,ACC0040,2025-07-23 08:07:33,2025-07-25,DKK,115.08,M008,HealthPlus,health,SE,Gothenburg,MOBILE_PAY,BOOKED,0,c6da7d43
TXN0001027,ACC0028,2025-07-07 02:54:37,2025-07-09,GBP,370.71,M001,Nordic Grocers,income,GB,Edinburgh,MOBILE_PAY,FAILED,0,bcab0285
TXN0000404,ACC0008,2025-10-30 05:44:42,2025-10-31,DKK,-180.16,M010,GadgetHub,flight,NO,Bergen,MOBILE_PAY,PENDING,1,6bc254ba
TXN0000789,ACC0007,27-08-2025 05:52:59,2025-08-28,DKK,192.37,M008,HealthPlus,GROCERY,NO,Bergen,CASH,FAILED,0,33a25dc9
TXN0000487,ACC0026,2025-12-16 09:58:34,2025-12-18,SEK,188.49,M004,PowerCo,transit,DE,Munich,CASH,FAILED,0,574d681c
TXN0000530,ACC0021,2025-10-24 15:31:26,2025-10-26,USD,-249.34,M007,SkyFly,Groceries,DK,Aarhus,CARD,FAILED,1,443572bb
TXN0000971,ACC0039,2025/08/17 23:20,2025/08/17,SEK,-427.10,M001,Nordic Grocers,entertainment,SE,Malmo,CARD,FAILED,1,157a82a5
TXN0000369,ACC0010,2025-09-29 05:08:36,2025-09-29,GBP,130.46,M006,City Transit,restaurant,DK,Odense,CARD,BOOKED,FALSE,8e43f1b9
TXN0000674,ACC0005,2025-12-02 08:49:49,2025-12-02,SEK,163.85,M002,Cafe Central,entertainment,SE,Gothenburg,BANK_TRANSFER,BOOKED,0,487a7901
TXN0001076,ACC0025,2025-09-11 21:03:25,2025-09-13,NOK,481.62,M008,HealthPlus,Dining,SE,Malmo,CARD,PENDING,FALSE,0a7ed94b
TXN0000394,ACC0031,2025-11-14 04:31:38,2025/11/14,SEK,284.50,M003,StreamFlix,flight,GB,,BANK_TRANSFER,PENDING,0,754339ae
TXN0000261,ACC0024,2025-12-02 13:23:16,2025-12-03,NOK,451.77,M001,Nordic Grocers,mat,NO,Bergen,CASH,FAILED,FALSE,7ec0c892
TXN0000906,ACC0042,02-07-2025 23:22:52,2025-07-03,NOK,283.14,M002,Cafe Central,travel,SE,Stockholm,CARD,FAILED,FALSE,93798fc1
TXN0000574,ACC0032,2025-10-08 22:17:25,2025-10-08,NOK,169.92,M008,HealthPlus,uber,GB,London,CASH,FAILED,FALSE,664a8c6d
TXN0000299,ACC0028,2025-06-10 07:54:55,2025/06/12,USD,382.52,M004,PowerCo,travel,SE,Gothenburg,BANK_TRANSFER,BOOKED,FALSE,3211ca24
TXN0000183,ACC0001,2025-12-14 11:52:04,2025/12/14,NOK,162.65,M006,City Transit,restaurant,DE,Hamburg,MOBILE_PAY,FAILED,FALSE,33214516
TXN0000947,ACC0035,2025-06-30 07:25:11,2025-07-01,DKK,460.16,M005,BookBarn,cafe,DE,Hamburg,CASH,BOOKED,0,fddda1b5
TXN0000803,ACC0027,2025/07/13 06:35,2025-07-14,GBP,274.75,M005,BookBarn,Books,DK,Copenhagen,CASH,FAILED,FALSE,42ad8b5b
TXN0000756,ACC0037,2025-07-07 14:00:54,2025-07-08,NOK,382.47,M009,MegaMart,taxi,DK,Aarhus,CASH,FAILED,0,40e8f4dd
TXN0000101,ACC0008,2025-09-01 00:29:50,2025-09-03,USD,163.18,M010,GadgetHub,transport,NO,Oslo,CASH,FAILED,0,9834d184
TXN0000114,ACC0044,2025/09/27 03:29,2025-09-29,EUR,17.48,M006,City Transit,flight,GB,Edinburgh,CASH,PENDING,0,e73e3430
TXN0000475,ACC0050,2025-11-21 03:32:00,2025-11-21,GBP,214.81,M004,PowerCo,streaming,DK,Odense,CARD,BOOKED,FALSE,11b0d1af
TXN0000821,ACC0007,2025/06/30 03:09,2025-07-01,GBP,58.78,M007,SkyFly,Dining,GB,London,CASH,BOOKED,FALSE,c71b53d0
TXN0000835,ACC0012,2025-06-05 22:29:16,2025-06-05,EUR,21.80,M005,BookBarn,uber,DE,Berlin,MOBILE_PAY,PENDING,FALSE,08a1bd65
TXN0000315,ACC0030,2025-06-11 09:01:43,2025-06-13,GBP,335.81,M007,SkyFly,utilities,GB,,CARD,FAILED,FALSE,e227e4f8
TXN0000348,ACC0011,2025-07-25 07:43:26,2025-07-26,DKK,479.93,M004,PowerCo,transport,GB,Manchester,CARD,BOOKED,FALSE,3dff4acc
TXN0001072,ACC0031,2025-12-01 13:28:39,2025-12-02,DKK,471.75,M006,City Transit,fees,NO,Oslo,BANK_TRANSFER,PENDING,FALSE,608cbd0d
TXN0000118,ACC0048,18-10-2025 08:06:04,2025-10-18,USD,301.63,M010,GadgetHub,utilities,GB,Edinburgh,MOBILE_PAY,BOOKED,0,
TXN0000710,ACC0036,2025/10/10 14:10,2025-10-10,USD,474.78,M008,HealthPlus,hotel,SE,Gothenburg,BANK_TRANSFER,BOOKED,0,
TXN0000331,ACC0011,2025-07-05 17:33:53,2025-07-07,USD,47.04,M007,SkyFly,streaming,GB,Edinburgh,BANK_TRANSFER,FAILED,FALSE,72accd77
